title,content,url,date,category,file_name,language,covid,health,political,weather,crime,legal,sports,economic,general,education,lifestyle,business,tech,auto,entertainment,arts
ආසාදිතයින් 977ක්,"අද (27) දිනය තුළ කොවිඩ් ආසාදිතයින් 977ක් හඳුනාගත් බව සෞඛ්‍ය අමාත්‍යාංශය පවසයි.

ඒ අනුව මෙරටින් හඳුනාගෙන ඇති සමස්ත ආසාදිතයින් ගණන 645,037ක් දක්වා ඉහළ ගොස් තිබේ.",http://sinhala.adaderana.lk/news/164664/%E0%B6%86%E0%B7%83%E0%B7%8F%E0%B6%AF%E0%B7%92%E0%B6%AD%E0%B6%BA%E0%B7%92%E0%B6%B1%E0%B7%8A-977%E0%B6%9A%E0%B7%8A,2022-02-27,covid,data/valid_records/Yathursiya_sin_17.json,si,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
කණකරත් සූරා කන කාගෝ ජාවාරම,මෙරට ආර්ථිකය ශක්තිමත් කිරීම සඳහා විදේශ විනිමය වැඩි වශයෙන් මෙරටට රැගෙන එන විදෙස් ශ්‍රමිකයන්ව රජය හදුන්වන්නේ රට විරුවන් ලෙසයි.මැදපෙරදිග වැලි කතරේ මෙන්ම අනෙකුත් විදෙස් රටවල දහදුක් විද මෙරටට විදේශ විනිමය ගෙන එන එම රටවිරුවන් තම හිතවතුන්ට භාණ්ඩ එවීමේදී අනේක විධ ගැටළුවලට මුහුණ දෙන්නේ කලක සිටයි.වත්තල ප්‍රදේශයේ පවත්වාගෙන යන කාගෝ සේවයක් මගින් සේවා සැපයීමේදී ජනතාවගේ අත කණකර බඩු පවා ඉල්ලා සිටින තත්ත්වයකට පත්වන බවට හිරු සී.අයි.ඒ. වෙත තොරතුරු වාර්තා වුණා.,https://www.hirunews.lk/297466/%E0%B6%9A%E0%B6%AB%E0%B6%9A%E0%B6%BB%E0%B6%AD%E0%B7%8A-%E0%B7%83%E0%B7%96%E0%B6%BB%E0%B7%8F-%E0%B6%9A%E0%B6%B1-%E0%B6%9A%E0%B7%8F%E0%B6%9C%E0%B7%9D-%E0%B6%A2%E0%B7%8F%E0%B7%80%E0%B7%8F%E0%B6%BB%E0%B6%B8-%E0%B7%80%E0%B7%93%E0%B6%A9%E0%B7%92%E0%B6%BA%E0%B7%9D,2022-02-19,crime,data/valid_records/Akesh_146_si.json,si,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ප්‍රවීණ ගේය පද රචක සමන් චන්ද්‍රනාත් අභාවප්‍රාප්ත වෙයි,"ප්‍රවීණ ගේය පද රචකයෙකු වන සමන් චන්ද්‍රනාත් විරසිංහ මහතා අභවප්‍රාප්තවී තිබේ.මිය යන විට ඒ මහතාගේ වයස අවුරුදු 75 කි.සමන් චන්ද්‍රනාත් විරසිංහ මහතා රචනා කළ ගීත අතරට හිම රේණු වැටෙනා සීතලේ ,සඳ මඬලේ සිට – තරු මඬලේ සිට , සඳුනි – සඳුනි ආදී ගීත රැසක් ඇතුළත් ය.කොළඹ ජාතික රෝහලේ ප්‍රථිකාර ලබමින් සිටියදී සමන් චන්ද්‍රනාත් වීරසිංහ මහතා අද අලුයම අභවප්‍රාප්ත වූ බව පවුලේ ඥාතීහු පැවසූහ.",https://www.newsfirst.lk/sinhala/2022/02/15/%e0%b6%b4%e0%b7%8a%e2%80%8d%e0%b6%bb%e0%b7%80%e0%b7%93%e0%b6%ab-%e0%b6%9c%e0%b7%9a%e0%b6%ba-%e0%b6%b4%e0%b6%af-%e0%b6%bb%e0%b6%a0%e0%b6%9a-%e0%b7%83%e0%b6%b8%e0%b6%b1%e0%b7%8a-%e0%b6%a0%e0%b6%b1/,2022-02-15,"general, arts",data/valid_records/Akesh_73_si.json,si,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
විශේෂ භාණ්ඩ හා සේවා බදු කෙටුම්පතට අදාළ ශ්‍රේෂ්ඨාධිකරණ තීන්දුව පාර්ලිමේන්තුවට," විශේෂ භාණ්ඩ හා සේවා බදු පනත් කෙටුම්පත සම්මත කිරීම සඳහා පාර්ලිමේන්තුවේ 2/3ක බහුතර ඡන්දයකට අමතරව ජනමත විචාරණයකට යොමු කළ යුතුව ඇතැයි කතානායකවරයා පාර්ලිමේන්තුවට දැනුම් දී තිබේ.කතානායකවරයා මේ බව සඳහන් කළේ, අද පෙරවරුවේ මේම පනත් කෙටුම්පත සම්බ්නධයෙන් ශ්‍රේෂ්ඨාධිකරණය තීරණය පාර්ලිමේන්තුවට දැනුම් දෙමිනි.ඊට හේතුව මෙම පනතේ ඇති යම් යම් වගන්ති ව්‍යවස්ථාවට පටහැනිවීම බව කතානායකවරයා වැඩිදුරටත් දැනුම් දුන්නේ ය.",https://www.newsfirst.lk/sinhala/2022/02/22/%e0%b7%80%e0%b7%92%e0%b7%81%e0%b7%9a%e0%b7%82-%e0%b6%b7%e0%b7%8f%e0%b6%ab%e0%b7%8a%e0%b6%a9-%e0%b7%84%e0%b7%8f-%e0%b7%83%e0%b7%9a%e0%b7%80%e0%b7%8f-%e0%b6%b6%e0%b6%af%e0%b7%94-%e0%b6%9a%e0%b7%99/,2022-02-21,"political, legal",data/valid_records/Akesh_63_si.json,si,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"மிகை கட்டண வரி சட்டமூலம் அரசியலமைப்புக்கு முரணானது என உத்தரவிட கோரி, ஐக்கிய மக்கள் சக்தியின் பொதுச்செயலாளரால் விசேட மனு","பாராளுமன்றத்தில் சமர்ப்பிக்கப்பட்டுள்ள மிகை கட்டண வரி சட்டமூலம் அரசியலமைப்புக்கு முரணானது என தீர்மானித்து உத்தரவிடுமாறு கோரி, ஐக்கிய மக்கள் சக்தியின் பொதுச்செயலாளர் ரஞ்சித் மத்தும பண்டார உயர் நீதிமன்றத்தில் விசேட மனுவொன்றை தாக்கல் செய்துள்ளார்.2020 ஏப்ரல் முதலாம் திகதி ஆரம்பமாகும் மதிப்பீட்டாண்டில் 2,000 ரூபாவிற்கும் அதிக வரியை அறவிடக்கூடிய வருமானத்தை ஈட்டும் நபரொருவர் கூட்டு வர்த்தகம் மற்றும் நிறுவனங்களின் வருமானத்தில் 25 வீதத்தை மிகை கட்டண வரியை செலுத்த வேண்டும் என இந்த சட்டமூலத்தில் முன்மொழியப்பட்டுள்ளது.",https://www.newsfirst.lk/tamil/2022/02/23/%e0%ae%ae%e0%ae%bf%e0%ae%95%e0%af%88-%e0%ae%95%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%a3-%e0%ae%b5%e0%ae%b0%e0%ae%bf-%e0%ae%9a%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%ae%e0%af%82%e0%ae%b2%e0%ae%ae%e0%af%8d/,2022-02-23,"legal,economic",data/valid_records/Kajaani_tamil_93.json,ta,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
ඇඟලුම්‌ සේවකයින්‌ රැගත්‌ බස්‌ රථයක්‌ අනතුරක - 23ක්‌ රෝහලට,හොරණ - කොළඹ මාර්ගයේ කොරලඉම ප්‍රදේශයේ දී සිදුවු බස්රථ අනතුරකින්‌ පුද්ගලයින්‌ 23 දෙනෙක්‌ තුවාල ලබා රෝහල්‌ ගත කර තිබේ.ලංගම බස්‌ රථයක්‌ සහ ඇඟලුම්‌ කර්මාන්ත ශාලාවක සේවකයින්‌ ප්‍රවාහනය කරමින්‌ තිබූ බස්‌ රථයක්‌ එකිනෙක ගැටීමෙන්‌ අනතුර සිදුව තිබුණි.අනතුරින්‌ තුවාල ලැබු සේවකයින්‌ හැකි ඉක්මනින්‌ රෝහල්‌ ගත කළ බවත්‌ ඒ අතර පිරිමි පුද්ගලයින්‌ තිදෙනෙකු සිටි බවත්‌ කහතුඩුව පොලීසිය පවසයි.,http://sinhala.adaderana.lk/news/164480/%E0%B6%87%E0%B6%9F%E0%B6%BD%E0%B7%94%E0%B6%B8%E0%B7%8A-%E0%B7%83%E0%B7%9A%E0%B7%80%E0%B6%9A%E0%B6%BA%E0%B7%92%E0%B6%B1%E0%B7%8A-%E0%B6%BB%E0%B7%90%E0%B6%9C%E0%B6%AD%E0%B7%8A-%E0%B6%B6%E0%B7%83%E0%B7%8A-%E0%B6%BB%E0%B6%AE%E0%B6%BA%E0%B6%9A%E0%B7%8A-%E0%B6%85%E0%B6%B1%E0%B6%AD%E0%B7%94%E0%B6%BB%E0%B6%9A---23%E0%B6%9A%E0%B7%8A-%E0%B6%BB%E0%B7%9D%E0%B7%84%E0%B6%BD%E0%B6%A7,2022-02-23,"general, health",data/valid_records/Tharusha_100.json,si,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ජනවාරියේ දී වෙළෙඳ භාණ්ඩ අපනයන ආදායම ඩොලර් බිලියනය ඉක්මවයි,"ශ්‍රී ලංකා රේගුව විසින් නිකුත් කරන ලද දත්තවලට අනුව 2021 ජනවාරි මාසයට සාපේක්ෂව 2022 ජනවාරි මාසයේ දී ශ්‍රී ලංකාවේ වෙළඳ භාණ්ඩ අපනයනය ඇමරිකන් ඩොලර් මිලියන 1,062.63 දක්වා, 13% කින් වැඩි විය. එය 2020 ජනවාරි මාසයට සාපේක්ෂව 5.7% ක වැඩිවීමකි.

ශ්‍රී ලංකා අපනයන සංවර්ධන මණ්ඩලයේ සභාපති සුරේෂ් ඩී ද මෙල් මහතා පැවසුවේ, 2022 ජනවාරි මාසයේදී අපනයන කාර්යසාධනය කැපී පෙනෙන වර්ධනයක් අත්කරගෙන ඇති බවත් ප්‍රධාන අපනයන ක්ෂේත්‍ර‍ සියල්ලම පාහේ දිරිගන්වනසුලු ප්‍රවණතා පෙන්නුම් කර ඇති බවත්ය.‍ එසේම මෙම ප්‍රවණතාවය නොකඩවා පවතිනු ඇතැයි බලාපොරොත්තු වන අතර වසර අවසානයේ දී සැලකියයුතු ප්‍රගතියක් දැකගත හැකි වනු ඇතැයි ද සභාපතිවරයා ප්‍රකාශ කළේය.

ඔහු අපනයනකරුවන්ට සිය ප්‍ර‍ණාමය එක් කළ අතර අනාගතයේ දී අගය එකතු කිරීම හරහා මෙරට අපනයනවලට වැඩි වටිනාකමක් එක් කිරීම ද, සුවිශේෂී වෙළඳපොලවල් වෙත අවධානය යොමු කිරීම සහ නිෂ්පාදන පැස මෙන්ම වෙළඳපල විවිධාංගීකරණය කිරීම අවශ්‍ය බව ද වැඩිදුරටත් පැවසීය. එක්සත් ජනපදය සහ යුරෝපා සංගමය &nbsp;ශ්‍රී ලංකාවේ ප්‍ර‍ධානතම වෙළඳපොලවල් ලෙස පෙන්වන ප්‍ර‍ගතිය අගය කරන අතර ම ආසියානු කලාපය තුල &nbsp;සිය වෙළඳපල වඩා පුළුල් කළ යුතු යැයි ද පැවසීය.

මාසික වෙළඳ භාණ්ඩ අපනයන කාර්යසාධනය 2020- 2022 ජනවාරි <ඇමරිකානු ඩොලර්nමිලියනවලින්

කලාපයන්හි ශ්‍රී ලංකාවේ අපනයන කාර්ය සාධනය

කලාපීය වශයෙන් සංසන්දනය කිරීමේදී 2021 ජනවාරි මාසයට සාපේක්ෂව 2022 ජනවාරි මාසය තුළ සියලුම කලාප වෙත ශ්‍රි ලංකාවේ අපනයන වැඩි වි ඇත.

2022 ජනවාරි මාසය තුළ ශ්‍රී ලංකාවේ අපනයනවලින් 20% ක් යුරෝපා සංගමයේ (EU) රටවලට අපනයනය කෙරුණු අතර 2022 ජනවාරි මාසයේදී එය ඇමෙරිකානු ඩොලර් මිලියන 206.74 ක් විය. එම අගය පසුගිය වර්ෂයට සාපේක්ෂව 1.33 % කින් වැඩි වීමකි.

සේවා අපනයනය

2022 වර්ෂයේ ජනවාරි මාසය තුල සේවා අපනයනවල ඇස්තමේන්තුගත වටිනාකම ඇමරිකානු ඩොලර් මිලියන 313.22 ක් වූ අතර එය 2021 ජනවාරි මාසයට වඩා 42.2% කින් වැඩි විය. අපනයන සංවර්ධන මණ්ඩලය විසින් ඇස්තමේන්තු ගතකර ඇති සේවා අපනයන <span>තොරතුරු තාක්ෂණ සේවා </span><span>ව්‍යාපාර</span> <span>ක්‍රියාවලි</span> <span>කළමණාකරණ සේවා, ඉදිකිරීම්, මූල්‍ය සේවා,වලින් සමන්විත වේ.",http://biz.adaderana.lk/2022-%e0%b6%a2%e0%b6%b1%e0%b7%80%e0%b7%8f%e0%b6%bb%e0%b7%92%e0%b6%ba%e0%b7%9a-%e0%b6%af%e0%b7%93-%e0%b7%80%e0%b7%99%e0%b7%85%e0%b7%99%e0%b6%b3-%e0%b6%b7%e0%b7%8f%e0%b6%ab%e0%b7%8a%e0%b6%a9-%e0%b6%85/,2022-02-24,economic,data/valid_records/Yathursiya_sin_40.json,si,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
CES temporarily halts regular trading.,"The Colombo Stock Exchange (SCE) has temporarily halted regular trading due to the S&P SL20 Index dropping over 5 percent from the previous close, as set out in the SEC Directive dated April 30, 2020. 

Trading has been halted for 30 minutes while the halt will be lifted at 2.14 p.m.",http://www.adaderana.lk/news/80730/schedule-for-island-wide-power-cuts-today,2022-02-21,economic,data/valid_records/Yathursiya_en_34.json,en,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Two girls dead after drowning in Kurunegala,"Two teenage girls aged 13 and 14 have drowned in the Wilbawa Wewa in Kurunagala, on Tuesday (15).On Tuesday at around 4.30 pm, four girls had gone to swim in Wilbawa Wewa with the mother of one child in the group.The four students had drowned while swimming and were rescued by the residents of the area.Two students who were in critical condition have been admitted to the Kurunagala Teaching Hospital.",https://www.newsfirst.lk/2022/02/16/two-girls-dead-after-drowning-in-kurunegala/,2022-02-16,general,data/valid_records/Akesh_83_en.json,en,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ඉන්ධන මිල ගැන නිවේදනයක්‌,ජනතාව මුහුණ දෙන පීඩාකාරි තත්ත්වය සැලකිල්ලට ගනිමින්‌ මේ මොහොතේ ඉන්ධන මිල වැඩි කිරීමක්‌ සිදු නොකරන බව බලශක්ති අමාත්‍යාංශයේ මාධ්‍ය ප්‍රකාශක චාමින්ද හෙට්ටිආරච්චි මහතා පවසයි.මේ වන විට රට තුළ පවතින ඉන්ධන තොග සලකා බැලු විට එම ප්‍රමාණය ඉදිරි සතියක කාලයක්‌ සඳහා ප්‍රමාණවත්‌ බවද ඒ මහතා ප්‍රකාශ කළේය.,http://sinhala.adaderana.lk/news/164629/%E0%B6%89%E0%B6%B1%E0%B7%8A%E0%B6%B0%E0%B6%B1-%E0%B6%B8%E0%B7%92%E0%B6%BD-%E0%B6%9C%E0%B7%90%E0%B6%B1-%E0%B6%B1%E0%B7%92%E0%B7%80%E0%B7%9A%E0%B6%AF%E0%B6%B1%E0%B6%BA%E0%B6%9A%E0%B7%8A,2022-02-26,economic,data/valid_records/Tharusha_291.json,si,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
நாட்டில் மேலும் 20 பேர் பலி.,"நாட்டில் மேலும் 20 பேர் கொவிட் தொற்றுக்கு உள்ளாகி உயிரிழந்துள்ளதாக அரசாங்க தகவல் திணைக்களம் குறிப்பிட்டுள்ளது.

அதன்படி, நாட்டில் இதுவரை 15,969 பேர் கொவிட் தொற்றுக்கு உள்ளாகி உயிரிழந்துள்ளனர்.

இதேவேளை, நாட்டில் கொரோனா தொற்றுக்குள்ளாகி சிகிச்சை பெற்று வந்த மேலும் 252 பேர் பூரணமாக குணமடைந்த வீடு திரும்பியுள்ளனர்.

இதற்கமைய, கொரோனா தொற்றில் இருந்து பூரணமாக குணமடைந்தவர்களின் எண்ணிக்கை 596,891 ஆக அதிகரித்துள்ளது.

இதேவேளை, நாட்டில் இதுவரை கொவிட் தொற்றுக்கு உள்ளானவர்களின் எண்ணிக்கை 634,333 ஆக அதிகரித்துள்ளது.",http://tamil.adaderana.lk/news.php?nid=157713,2022-02-19,covid,data/valid_records/Yathursiya_Tamil_9.json,ta,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Colombo beats Jaffna at Snr Basketball Champs,"The Colombo Basketball team defeated the Jaffna Basketball team at the 53rd Senior National Basketball Championship on Monday (14).The 53rd Senior National Basketball Championship held at the Sugathadasa Indoor Stadium.The Championships are taking place in the Men’s and Women’s categories and each category is divided into two groups, A & B.Four men’s matches were played on Monday (14) while Jaffna and Colombo played in group B, and Colombo won the match 96-75.",https://www.newsfirst.lk/2022/02/15/colombo-beats-jaffna-at-snr-basketball-champs/,2022-02-15,sports,data/valid_records/Akesh_93_en.json,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aussies win third T20I to seal series,"Australia won the third T20I against Sri Lanka in Canberra today (15) to seal the series 3-0 with two matches remaining.Sri Lanka managed 121 for six after being sent into bat first, with skipper Dasun Shanaka making an unbeaten 39 off 38 deliveries.Dinesh Chandimal made 25.In bowling for the hosts, Kane Richardson claimed three for 21.Australia reached 124 for four in 17 overs, as Aaron Finch and Glenn Maxwell made 35 off 36 deliveries and a 26-ball 39 respectively.In bowling for Sri Lanka, Maheesh Theekshana claimed three for 24.",https://ceylontoday.lk/news/aussies-win-third-t20i-to-seal-series,2022-02-15,sports,data/valid_records/Kajaani_eng_18.json,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Sri Lanka reports 1,252 new Covid-19 cases and 30 deaths","Sri Lanka’s Director General of Health Services has confirmed another 30 coronavirus related deaths for February 14, pushing the country’s death toll due to the virus pandemic to 15,874.The deaths reported today include 20 males and 10 females, according to the figures released by the Government Information Department.",adaderana.lk/news/80616/sri-lanka-reports-1252-new-covid-19-cases-and-30-deaths,2022-02-15,"covid, health",data/valid_records/Tharusha_157.json,en,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
විමල්‌ ට සහ ගම්මන්පිල ට පසුපෙළ අසුන්‌,"අමාත්‍ය ධුරවලින්‌ ඉවත්‌ කෙරුණු විමල්‌ වීරවංශ සහ උදය ගම්මන්පිල යන මන්ත්‍රීවරුන්ට පසුපෙළ අසුන්‌ පැනවීමට පාර්ලිමේන්තුව පියවර ගෙන තිබේ.වේත්‍රධාරී නරේන්ද්‍ර ප්‍රනාන්දු මහතා සඳහන්‌ කළේ, හැත්තෑ තුන්වන සහ හැත්තෑ අටවන අසුන්‌ ඔවුන්ට වෙන්කර ඇති බවය.පාර්ලිමේන්තුව ලබන 08 වනදා යළි රැස්වීමට නියමිත අතර කර්මාන්ත අමාත්‍යවරයා ලෙස පසුගියදා දිව්රුම්දුන්‌ එස්‌.බී දිසානායක මහතාට ජ්‍යෙෂ්ඨත්වය අනුව ආණ්ඩු පක්ෂයේ මුල්‌ පෙළ දෙවන අසුන වෙන්‌ කර තිබේ.",http://sinhala.adaderana.lk/news/164958/%E0%B7%80%E0%B7%92%E0%B6%B8%E0%B6%BD%E0%B7%8A-%E0%B6%A7-%E0%B7%83%E0%B7%84-%E0%B6%9C%E0%B6%B8%E0%B7%8A%E0%B6%B8%E0%B6%B1%E0%B7%8A%E0%B6%B4%E0%B7%92%E0%B6%BD-%E0%B6%A7-%E0%B6%B4%E0%B7%83%E0%B7%94%E0%B6%B4%E0%B7%99%E0%B7%85-%E0%B6%85%E0%B7%83%E0%B7%94%E0%B6%B1%E0%B7%8A,2022-03-06,political,data/valid_records/Tharusha_340.json,si,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sri Lanka to go digital — A comprehensive road map to drive #DigitalSriLanka,"Sri Lanka has long dreamt of going digital with its basic needs so that the convenience of it is felt by the general public. In this 21st century, digitalization is a key need and even in some developing nations in the region today, basic citizen services have been digitalized such as providing digital identification cards, payment through online methods, and video conferencing in some of these main government departments etc.Today the need to go digital is much greater than ever before, the new normal had demanded a digital connected lifestyle than ever before. With the virus mutating with new variants almost every year and with waves of these mutations keeping countries on edge, digitalization is the key to keeping economies afloat. While Sri Lanka should have implemented some of these basics years ago, unfortunately the previous government failed to take note of this and failed to establish the necessary laws. However, our government is now committed to bringing in new laws and regulations and implement most of the plans from this year, which will all link to the citizen’s digital wallet.In fact this is not rocket science even to the common man. With basic smart phones used by almost all citizens in today’s world, the necessary apps and infrastructure can be easily provided by the government which will enable to adjust to the digital world very quickly. It will also create more youth employment opportunities and enable these trained youth to even compete for jobs in the international market.",https://www.newswire.lk/2022/02/28/sri-lanka-to-go-digital-a-comprehensive-road-map-to-drive-digitalsrilanka/,2022-02-28,tech,data/valid_records/Kajaani_eng_170.json,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
කොකේන් සමග විදෙස් කාන්තාවක් අත්අඩංගුවට,"රුපියල් කෝටි 09කට අධික වටිනාකමකින් යුතු කොකේන් මත්ද්‍රව්‍ය තොගයක් සමග ඉන්දීය ජාතික කාන්තාවක් කටුනායක ගුවන්තොටුපොළේදී අත්අඩංගුවට ගෙන තිබේ.

රේගුවේ මත්ද්‍රව්‍ය පාලන අංශයේ නිලධාරීන් විසින් සැක සහිත කාන්තාවක් පරීක්ෂා කිරීමේදී එම මත්ද්‍රව්‍ය තොගය සොයාගෙන ඇති බව රේගු මාධ්‍ය ප්‍රකාශක නියෝජ්‍ය රේගු අධ්‍යක්ෂ සුදත්ත සිල්වා මහතා සඳහන් කළේය.

අදාළ කාන්තාව ඉතියෝපියාවේ අඩිස් අබාබා නගරයේ සිට ඩුබායි නගරය හරහා දිවයිනට පැමිණ ඇති බව සඳහන් වේ.

ඇයගේ ගමන් බෑගයේ ඉතා සූක්ෂම ලෙස සඟවා තිබූ කොකේන් මත්ද්‍රව්‍ය කිලෝ ග්‍රෑම් 2යි ග්‍රෑම් 532ක් සොයාගෙන ඇති බව රේගු මාධ්‍ය ප්‍රකාශක සුදත්ත සිල්වා මහතා සඳහන් කළේය.

මෙය මෑත කාලයේදී ශ්‍රී ලංකා රේගුවේ මත්ද්‍රව්‍ය පාලන අංශයේ නිලධාරීන් විසින් සිදුකරන ලද විශේෂ අත්අඩංගුවට ගැනීමක් බව රේගු දෙපාර්තමේන්තුව පෙන්වා දෙයි.

අත්අඩංගුවට ගත් ඉන්දීය ජාතික කාන්තාව සම්බන්ධයෙන් මූලික විමර්ශන සිදුකිරීමෙන් අනතුරුව වැඩිදුර විමර්ශන සඳහා පොලිස් මත්ද්‍රව්‍යනාශක කාර්යංශය වෙත භාර දී තිබේ.",http://sinhala.adaderana.lk/news/164711/%E0%B6%9A%E0%B7%9C%E0%B6%9A%E0%B7%9A%E0%B6%B1%E0%B7%8A-%E0%B7%83%E0%B6%B8%E0%B6%9C-%E0%B7%80%E0%B7%92%E0%B6%AF%E0%B7%99%E0%B7%83%E0%B7%8A-%E0%B6%9A%E0%B7%8F%E0%B6%B1%E0%B7%8A%E0%B6%AD%E0%B7%8F%E0%B7%80%E0%B6%9A%E0%B7%8A-%E0%B6%85%E0%B6%AD%E0%B7%8A%E0%B6%85%E0%B6%A9%E0%B6%82%E0%B6%9C%E0%B7%94%E0%B7%80%E0%B6%A7,2022-03-01,crime,data/valid_records/Yathursiya_sin_2.json,si,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Over 1,000 suspects arrested in 8-hour special raid in WP","The police yesterday arrested 1,084 suspects during a special crimes prevention operation conducted in the Western Province.The operation was conducted from 8 a.m to 4 p.m yesterday under the directions of Western Province Senior DIG Deshabandu Thennakoon.Police said the operation led to the arrest of 556 suspects against whom arrest warrants had been issued.",https://www.dailymirror.lk/breaking_news/Over-1-000-suspects-arrested-in-8-hour-special-raid-in-WP/108-231937,2022-02-27,crime,data/valid_records/Tharusha_205.json,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Two more arrested over Tangalle Cop killing,"Sri Lanka Police have arrested another suspect in connection to the incident where a Police Officer was beaten to death by a mob of 15 people in Vitharandeniya, Tangalle on the 17th of February 2022.The suspect is a 40-year-old man from Weeraketiya and he was remanded until the 4th of March, said Police.On the 19th of February 2022, four suspects were arrested in connection with the murder of the police constable, and among was the woman who was involved in several altercations with the deceased.",https://www.newsfirst.lk/2022/02/23/two-more-arrested-over-tangalle-cop-killing/,2022-02-21,crime,data/valid_records/Akesh_67_en.json,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
වසර 18ක්‌ පුරා ගණිකා ජාවාරමේ නිරත වූ පුද්ගලයෙක්‌ අත්‌අඩංගුවට,"බාල වයස්කාර දැරියක්‌ ගණිකාවක්‌ ලෙස විවිධ පුද්ගලයින්‌ වෙත අලෙවි කිරීම සම්බන්ධයෙන්‌ මේ වනවිට විමර්ශනයක්‌ ආරම්භ කර තිබේ.පොලිස්‌ මාධ්‍ය කොට්ඨාසය නිවේදනයක්‌ නිකුත්‌ කරමින්‌ සඳහන්‌ කර ඇත්තේ, 2021.06.28 වන දින ළමා හා කාන්තා අපයෝජන නිවාරණ කාර්යාංශයට එම පැමිණිල්ල ලැබුණු බවය.ඒ අනුව සිදුකළ විමර්ශනවලදී දැරිය ගණිකා වෘත්තියේ යෙදවීම හා ඊට ආධාර අනුබල දීම මඟින්‌ මුදල්‌ උපයා ගෙන ඇති බවට අනාවරණය වී තිබේ.",http://sinhala.adaderana.lk/news/164486/%E0%B7%80%E0%B7%83%E0%B6%BB-18%E0%B6%9A%E0%B7%8A-%E0%B6%B4%E0%B7%94%E0%B6%BB%E0%B7%8F-%E0%B6%9C%E0%B6%AB%E0%B7%92%E0%B6%9A%E0%B7%8F-%E0%B6%A2%E0%B7%8F%E0%B7%80%E0%B7%8F%E0%B6%BB%E0%B6%B8%E0%B7%9A-%E0%B6%B1%E0%B7%92%E0%B6%BB%E0%B6%AD-%E0%B7%80%E0%B7%96-%E0%B6%B4%E0%B7%94%E0%B6%AF%E0%B7%8A%E0%B6%9C%E0%B6%BD%E0%B6%BA%E0%B7%99%E0%B6%9A%E0%B7%8A-%E0%B6%85%E0%B6%AD%E0%B7%8A%E0%B6%85%E0%B6%A9%E0%B6%82%E0%B6%9C%E0%B7%94%E0%B7%80%E0%B6%A7,2022-02-23,crime,data/valid_records/Tharusha_99.json,si,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
No PCR negative test needed for Lankans heading to UAE,Sri Lankans heading to the United Arab Emirates will no longer be required to obtain a PCR negative test report.The Airport and Aviation Services Ltd. announces this after the UAE revised its travel advisory with effect from yesterday (22).,https://ceylontoday.lk/news/no-pcr-negative-test-needed-for-lankans-heading-to-uae,2022-02-23,covid,data/valid_records/Kajaani_eng_63.json,en,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
